drive_id,file_id,名前乖離,ファイル名,概要文字数,タグ数,entities数,persons数,locations数,概要に数字あり,タグ集合,概要
174,D012,なし,週報_企画部_2026年6月_第2週.docx,62,6,1,0,0,0,企画部|週報|定例訪問|資料作成|社内打合せ|業務報告,企画部における今週の業務活動内容を簡潔にまとめた週報です。定例訪問の件数、資料作成、社内打合せの実施状況が報告されています。
175,D019,なし,週報_総務部_2026年5月_第1週.docx,55,5,1,0,0,0,総務部|週報|定例訪問|社内打合せ|業務報告,総務部の週間業務活動を簡潔にまとめた週報です。活動内容として定例訪問、資料作成、社内打合せが記録されています。
176,D020,なし,週報_総務部_2026年5月_第2週.docx,49,6,1,0,0,0,総務部|週報|定例訪問|資料作成|社内打合せ|業務報告,総務部の週報であり、一週間の活動内容（定例訪問、資料作成、社内打合せ）が簡潔にまとめられています。
177,D021,なし,週報_総務部_2026年5月_第3週.docx,63,5,1,0,0,0,総務部|週報|業務報告|定例訪問|社内打合せ,総務部における一週間の業務活動内容を簡潔にまとめた週報です。定例訪問の件数、資料作成、社内打合せの実施状況が記載されています。
178,D022,なし,週報_総務部_2026年5月_第4週.docx,56,6,1,0,0,0,総務部|週報|定例訪問|資料作成|社内打合せ|業務報告,総務部の週間活動内容を簡潔に報告するための文書です。定例訪問、資料作成、社内打合せの実施状況が記載されています。
179,D023,なし,週報_総務部_2026年6月_第1週.docx,53,6,1,0,0,0,総務部|週報|活動報告|定例訪問|資料作成|社内打合せ,総務部の週間活動内容をまとめた報告書です。定例訪問、資料作成、社内打合せなどの実施状況が記載されています。
180,D024,なし,週報_総務部_2026年6月_第2週.docx,60,5,1,0,0,1,総務部|週報|定例訪問|資料作成|社内打合せ,総務部における1週間の活動内容をまとめた週報です。定例訪問や資料作成、社内打合せなどの業務実績が簡潔に記載されています。
181,A021,なし,インシデント報告_20260603.docx,100,5,0,0,0,1,インシデント報告書|メール誤送信|見積書|情報漏洩対策|再発防止策,2026年6月3日に発生した営業部員による見積書のメール誤送信に関するインシデント報告書です。共有URLの無効化による初動対応と、今後の再発防止に向けた宛先二重確認のルール化について記載されています。
182,A005,なし,システム更改検討会_第2回.docx,90,6,3,0,0,1,ファイルサーバー|更改検討会|クラウド移行|情報システム部|保守期限|リプレース,第2回ファイルサーバー更改検討会の記録。現行サーバーの保守期限切れに伴うリプレース見積りと、クラウド活用によるサーバー小型化の代替案、及び次回までの調査事項について記載されている。
183,A035,なし,動画配信基盤更改_比較3案.pptx,74,7,2,0,0,1,動画配信基盤|インフラ更改|オンプレミス|クラウド|ハイブリッド構成|CDN|システム移行,動画配信基盤の更新にあたり、オンプレミス、フルクラウド、ハイブリッドの3つの構成案を比較検討し、段階的移行が可能なハイブリッド案を推奨する模擬資料。
184,A012,なし,バックアップ運用手順書.pdf,55,7,1,1,0,0,バックアップ|運用手順書|フルバックアップ|差分バックアップ|リストア|データ保護|情報システム部,システムのバックアップ運用における方針、データの保存期間、リストア手順、および管理体制を定めた模擬手順書です。
185,A008,なし,新人研修制度企画_2027年度.pptx,80,6,1,0,0,0,新人研修|メンター制度|OJT|社員教育|人事評価|業務改善,新人研修制度における配属後のフォロー不足という課題に対し、メンター制度の導入や人事部によるOJT計画の定期レビューといった具体的な改善策を提示する模擬企画資料。
186,G001,あり,DWG_001.png,105,6,2,0,0,1,配管図|給排水設備|図面|P-101|倉庫B|設計図,「配管図 P-101」と記載された、倉庫Bの給排水設備のための簡略な設計図。等間隔のグリッド線と中央左寄りに一つの円が描かれており、右下には図面名称と「倉庫B 給排水設備」という内容を記した枠が配置されている。
187,G002,あり,DWG_002.png,104,7,1,0,1,1,平面図|レイアウト|グリッド|オフィス|設計図|本社3F|A-201,「本社3F レイアウト」と題された簡略な平面図（図面番号A-201）の画像です。白い背景に黒い格子状のグリッドが描かれ、その一部分に円形の図形が配置されています。左上と右下にタイトルテキストが含まれています。
188,G003,あり,DWG_003.png,77,5,1,0,1,1,電気系統図|E-301|倉庫B|電源盤|設計図,「電気系統図 E-301」と題された、倉庫Bの電源盤に関する設計図面の画像です。全体にグリッド線が引かれ、左上の交差点付近に黒い円が一つ配置されています。
189,G004,あり,DWG_004.png,106,6,1,0,0,1,配置図|太陽光パネル|屋上配置案|設計図|S-101|グリッド線,「太陽光パネル 屋上配置案」と題された、図面番号S-101の配置図です。黒い格子状のグリッド線が引かれ、その一部に円形のマークが描かれています。右下には図面情報を記載する枠（タイトルブロック）が配置されています。
190,G005,あり,DWG_005.png,116,6,1,0,1,1,平面図|倉庫B|保管棚レイアウト|設計図|グリッド|CAD,「倉庫B 保管棚レイアウト」と記された平面図（A-101）の設計図面です。黒い実線によるグリッド状のレイアウトが描かれており、その一箇所に円形のマークが配置されています。右下には図面名称と番号が記載されたタイトルブロックがあります。
191,G006,あり,DWG_006.png,104,6,1,0,0,1,配管図|P-102|浄水設備|サンプリング配管|設計図|グリッド,浄水設備のサンプリング配管に関する設計図（配管図 P-102）です。白地に黒の細線で格子状のグリッドが引かれ、中央左寄りに円形が描かれています。右下のタイトルブロックには、図面番号と設備名称が記されています。
192,G007,あり,DWG_007.png,94,7,2,0,0,1,組立図|M-401|AQUAFLOW|センサーユニット|グリッド|設計図|テクニカルイラスト,「組立図 M-401」と題された、AQUAFLOWセンサーユニットの設計仕様書の画像。中央には格子状のグリッド線と円が描かれており、右下には製品名と型番が記載されたタイトルブロックがある。
193,G008,あり,DWG_008.png,128,6,2,0,0,1,外形図|M-402|AQUAFLOW|筐体|設計図|グリッド,「外形図 M-402」および「AQUAFLOW 筐体」と記された、非常に簡略化された設計図面のような画像。背景には均等な格子状のグリッド線が引かれ、左上の区画に黒い円が一つ描かれている。右下には図面番号や製品名が記載されたタイトルブロックが配置されている。
194,G009,あり,DWG_009.png,84,6,1,0,0,1,系統図|N-101|社内ネットワーク構成|グリッド線|図面|テンプレート,「系統図 N-101」と題された社内ネットワーク構成図のドラフト。等間隔のグリッド線の上に円形の図形が配置されており、右下には管理用のタイトルボックスが設けられている。
195,G010,あり,DWG_010.png,101,6,2,0,0,1,平面図|展示会ブース|小間割り案|グリッド|図面|設計図,展示会のブース小間割り案を示す平面図（A-202）のドキュメントです。黒い実線で描かれた格子状のグリッド上に、円形のマークが一つ配置されています。右下には図面番号とタイトルを記した枠が設けられています。
196,G011,あり,DWG_011.png,90,6,2,0,0,1,配線図|E-302|デモ機|設計図|図面|グリッド,「配線図 E-302」と記された、格子状のラインと円で構成されたシンプルな図面。右下のタイトルブロックには「配線図 E-302」および「デモ機 配線」という文字が記載されています。
197,G012,あり,DWG_012.png,91,6,2,0,0,1,基礎図|基礎伏せ図|倉庫B|C-101|設計図|グリッド線,「基礎図 C-101」と題された倉庫Bの基礎伏せ図です。等間隔の格子状のグリッド線が引かれており、その中に一つの円が描かれています。右下の表組には図面の名称と内容が記載されています。
198,G013,あり,DWG_013.png,86,6,2,0,0,1,立面図|設計図|建築図面|外観図|グリッド|A-301,「立面図 A-301」と題された、建物の外観を示すシンプルな建築図面です。等間隔の格子状の線の中に一つの円が配置されており、右下の枠内には「本社外観」という記述があります。
199,G014,あり,DWG_014.png,97,6,2,0,0,1,詳細図|M-403|センサー取付金具|設計図|技術図面|グリッド,「詳細図 M-403」と記された、センサー取付金具の設計用図面です。均等な格子状のグリッド線の上に、一箇所だけ円形のシンボルが描かれています。右下には部品名を示すキャプションが配置されています。
200,G015,あり,DWG_015.png,113,6,2,0,0,1,配管図|P-103|薬品保管庫|排気|図面|グリッド,薬品保管庫の排気設備に関する配管図（図番 P-103）です。白地に黒色のグリッド線が引かれ、特定の交点付近に円形の記号が配置されたシンプルな平面図の形式をとっています。左上と右下のタイトル欄に図面番号と名称が記載されています。
201,A017,なし,災害対応手順書_BCP.pdf,94,7,2,0,1,0,BCP|災害対応|事業継続計画|安否確認|データ復旧|代替拠点|危機管理,災害時の事業継続を目的としたBCP（事業継続計画）の模擬文書です。発災直後の初動対応、本社が被災した場合の代替拠点の選定、およびシステムのデータ復旧における優先順位について定義しています。
202,A004,なし,安全衛生委員会議事録_2026年6月.docx,75,6,3,0,1,1,安全衛生委員会|倉庫B|LED照明|ヒヤリハット|総務部|労働安全,2026年6月に開催された安全衛生委員会の議事録です。倉庫Bの照度不足に伴うLED照明への交換計画と、3件のヒヤリハット報告について記載されています。
203,A010,なし,環境施策ロードマップ.pptx,82,7,3,0,0,1,環境施策|ロードマップ|CO2削減|脱炭素|太陽光パネル|電気自動車|カーボンニュートラル,環境施策のロードマップを示した模擬資料です。2030年に向けたCO2排出量削減目標と、太陽光パネル導入や社用車のEV化といった具体的な実施施策がまとめられています。
204,A018,なし,個人情報取扱規程.pdf,80,6,1,0,0,0,個人情報保護|取扱規程|コンプライアンス|基本方針|開示請求|委託先管理,個人情報の取り扱いに関する基本的なルールを定めた模擬文書です。利用目的の制限、本人からの開示請求への対応期限、および外部委託先の監査体制について規定しています。
205,A013,なし,入退室管理規程.pdf,80,6,1,0,0,0,入退室管理規程|セキュリティ|入館カード|来訪者管理|機械室|生体認証,建物や特定エリアへの入退室に関する管理ルールを定めた規程の模擬文書です。カードの管理、来訪者の対応、重要区画である機械室のセキュリティについて記述されています。
206,A022,なし,工場監査報告_ミカド精機_2026.docx,127,7,1,0,1,1,工場監査|ミカド精機株式会社|第2工場|5S活動|トレーサビリティ|是正要求|品質管理,2026年5月20日に実施されたミカド精機株式会社第2工場に対する工場監査の結果をまとめた報告書です。総合評価はBであり、5S活動やトレーサビリティの状態は良好ですが、計測器の校正期限切れと薬品保管庫の施錠記録漏れの2件について是正要求が出されています。
207,A037,なし,品質検査基準書_ミカド精機向け.pdf,48,6,2,0,0,0,ミカド精機|品質検査基準書|抜取検査|AQL1.0|外観基準|受入検査,ミカド精機向け製品の受入および出荷検査における基準を定めた品質検査基準書の模擬ドキュメントです。
